City	Price_in_taka	Location
dhaka	à§³2,400,000	Section 11, Mirpur
dhaka	à§³6,250,000	Darussalam, Mirpur
dhaka	à§³6,250,000	Darussalam, Mirpur
dhaka	à§³9,500,000	North Ibrahimpur, Ibrahimpur
dhaka	à§³5,737,500	Manikdi, Cantonment
dhaka	à§³4,000,000	Section 1, Mirpur
dhaka	à§³20,000,000	Section 1, Mirpur
dhaka	à§³6,500,000	Middle Paikpara, Mirpur
dhaka	à§³6,500,000	Middle Paikpara, Mirpur
dhaka	à§³7,500,000	Block I, Bashundhara R-A
dhaka	à§³5,800,000	Nurjahan Road, Mohammadpur
dhaka	à§³7,500,000	Shekhertek, Mohammadpur
dhaka	à§³4,320,000	West Monipur, Mirpur
dhaka	à§³4,440,000	West Monipur, Mirpur
dhaka	à§³4,320,000	West Monipur, Mirpur
dhaka	à§³9,000,000	Pirerbag, Mirpur
dhaka	à§³5,512,500	West Shewrapara, Mirpur
dhaka	à§³4,620,000	West Monipur, Mirpur
dhaka	à§³5,800,000	North Ibrahimpur, Ibrahimpur
dhaka	à§³6,500,000	Taltola, Agargaon
dhaka	à§³5,300,000	Pirerbag, Mirpur
dhaka	à§³4,700,000	PC Culture Housing, Mohammadpur
dhaka	à§³50,000,000	Block B, Bashundhara R-A
dhaka	à§³7,500,000	Ahmed Nagar, Mirpur
dhaka	à§³8,000,000	Paikpara, Mirpur
dhaka	à§³6,000,000	Pallabi, Mirpur
dhaka	à§³7,000,000	Sector 5, Uttara
dhaka	à§³7,200,000	Section 10, Mirpur
dhaka	à§³4,275,000	Section 10, Mirpur
dhaka	à§³32,310,000	Outer Circular Road, Shiddheswari
dhaka	à§³32,310,000	Outer Circular Road, Shiddheswari
dhaka	à§³13,500,000	Sector 1, Uttara
dhaka	à§³20,000,000	Sector 11, Uttara
dhaka	à§³9,987,500	Outer Circular Road, Shiddheswari
dhaka	à§³9,000,000	Amtola Masjid Goli Road, North Shahjahanpur
dhaka	à§³12,000,000	Section 10, Mirpur
dhaka	à§³11,500,000	Section 12, Mirpur
dhaka	à§³12,000,000	Block I, Bashundhara R-A
dhaka	à§³2,900,000	Section 12, Mirpur
dhaka	à§³4,000,000	Section 12, Mirpur
dhaka	à§³9,500,000	Block F, Banasree
dhaka	à§³5,000,000	Rayer Bazaar, Hazaribag
dhaka	à§³9,825,000	Block J, Bashundhara R-A
dhaka	à§³12,000,000	Block J, Bashundhara R-A
dhaka	à§³2,800,000	Section 6, Mirpur
dhaka	à§³35,000,000	Block C, Bashundhara R-A
dhaka	à§³3,250,000	Section 12, Mirpur
dhaka	à§³5,925,000	School Road, Khilkhet
dhaka	à§³21,200,000	Block F, Bashundhara R-A
dhaka	à§³8,700,000	Mirpur DOHS, Mirpur
dhaka	à§³7,000,000	Section 10, Mirpur
dhaka	à§³6,500,000	South Banasree Project, Banasree
dhaka	à§³18,540,000	Block J, Bashundhara R-A
dhaka	à§³19,950,000	Block D, Bashundhara R-A
dhaka	à§³7,680,000	Amtola, Khilkhet
dhaka	à§³21,000,000	Block A, Bashundhara R-A
dhaka	à§³11,000,000	Malibag College Road, Malibagh
dhaka	à§³15,000,000	Malibagh Chowdhury Para, Malibagh
dhaka	à§³7,300,000	Nayatola, Maghbazar
dhaka	à§³10,600,000	Block B, Banasree
dhaka	à§³4,800,000	North Ibrahimpur, Ibrahimpur
dhaka	à§³5,500,000	Dakhshin Para, Mohakhali
dhaka	à§³7,300,000	West Agargaon, Agargaon
dhaka	à§³7,000,000	Sector 11, Uttara
dhaka	à§³10,500,000	Chandrima Model Town, Mohammadpur
dhaka	à§³4,800,000	Sector 10, Uttara
dhaka	à§³3,000,000	Keraniganj
dhaka	à§³6,800,000	Section 10, Mirpur
dhaka	à§³6,500,000	Section 10, Mirpur
dhaka	à§³8,200,000	Dakkhin Paikpara, Mirpur
dhaka	à§³8,500,000	Dakkhin Paikpara, Mirpur
dhaka	à§³9,210,000	Luxmibazar, Sutrapur
dhaka	à§³9,210,000	Luxmibazar, Sutrapur
dhaka	à§³35,000,000	Luxmibazar, Sutrapur
dhaka	à§³6,000,000	Ahmed Nagar, Mirpur
dhaka	à§³8,800,000	Dakkhin Paikpara, Mirpur
dhaka	à§³7,000,000	Kadamtali, Shyampur
dhaka	à§³13,200,000	Block F, Bashundhara R-A
dhaka	à§³7,000,000	Block E, Banasree
dhaka	à§³14,000,000	Sector 13, Uttara
dhaka	à§³8,700,000	Dakkhin Paikpara, Mirpur
dhaka	à§³7,100,000	Keraniganj
dhaka	à§³4,000,000	Kadamtali, Shyampur
dhaka	à§³3,500,000	Kadamtali, Shyampur
dhaka	à§³18,000,000	Section 11, Mirpur
dhaka	à§³14,000,000	Block C, Aftab Nagar
dhaka	à§³13,200,000	Jahuri Moholla, Mohammadpur
dhaka	à§³14,000,000	Section 2, Mirpur
dhaka	à§³8,200,000	Kallyanpur, Mirpur
dhaka	à§³32,500,000	East Shewrapara, Mirpur
dhaka	à§³9,500,000	Bashabo Madartek Road, Bashabo
dhaka	à§³21,800,000	Block I, Bashundhara R-A
dhaka	à§³120,000,000	Kazi Nazrul Islam Avenue, Banglamotors
dhaka	à§³34,800,000	Block G, Bashundhara R-A
dhaka	à§³8,000,000	West Mollartek, Dakshin Khan
dhaka	à§³5,200,000	Section 2, Mirpur
dhaka	à§³5,500,000	Middle Paikpara, Mirpur
dhaka	à§³13,000,000	Section 11, Mirpur
dhaka	à§³10,000,000	Mirpur DOHS, Mirpur
dhaka	à§³5,040,000	North Kafrul Road, Ibrahimpur
dhaka	à§³8,625,000	Section 11, Mirpur
dhaka	à§³8,625,000	Section 11, Mirpur
dhaka	à§³19,400,000	Section 11, Mirpur
dhaka	à§³6,500,000	Paikpara, Mirpur
dhaka	à§³19,500,000	Block M, Bashundhara R-A
dhaka	à§³3,500,000	Section 6, Mirpur
dhaka	à§³3,500,000	Section 6, Mirpur
dhaka	à§³11,500,000	Sector 10, Uttara
dhaka	à§³23,000,000	Ring Road, Shyamoli
dhaka	à§³3,800,000	Section 13, Mirpur
dhaka	à§³37,000,000	East Kazipara, Mirpur
dhaka	à§³18,200,000	Block G, Bashundhara R-A
dhaka	à§³7,500,000	Kallyanpur, Mirpur
dhaka	à§³7,975,000	Section 11, Mirpur
dhaka	à§³4,600,000	Ashkona, Dakshin Khan
dhaka	à§³6,000,000	Section 1, Mirpur
dhaka	à§³5,000,000	Middle Monipur, Mirpur
dhaka	à§³12,500,000	Block D, Bashundhara R-A
dhaka	à§³6,000,000	Lalkuthi, Mirpur
dhaka	à§³11,300,000	Section 2, Mirpur
dhaka	à§³7,700,000	East Kazipara, Mirpur
dhaka	à§³3,500,000	East Shewrapara, Mirpur
dhaka	à§³9,000,000	Section 12, Mirpur
dhaka	à§³6,000,000	Manikdi, Cantonment
dhaka	à§³12,000,000	Block D, Bashundhara R-A
dhaka	à§³4,400,000	East Kafrul Road, Kafrul
dhaka	à§³8,400,000	Sector 12, Uttara
dhaka	à§³6,700,000	1st Colony, Mirpur
dhaka	à§³6,800,000	Baitul Aman Housing Society, Adabor
dhaka	à§³3,700,000	East Monipur, Mirpur
dhaka	à§³7,000,000	Pirerbag, Mirpur
dhaka	à§³7,500,000	Section 12, Mirpur
dhaka	à§³58,000,000	Gulshan 1, Gulshan
dhaka	à§³7,000,000	Section 11, Mirpur
dhaka	à§³6,100,000	Section 10, Mirpur
dhaka	à§³10,800,000	North Ibrahimpur, Ibrahimpur
dhaka	à§³5,791,500	Anando Road, Ibrahimpur
dhaka	à§³7,326,000	Anando Road, Ibrahimpur
dhaka	à§³6,500,000	Ibrahimpur Bazar Road, Ibrahimpur
dhaka	à§³5,390,000	Kutum Goli, Agargaon
dhaka	à§³4,950,000	PC Culture Housing, Mohammadpur
dhaka	à§³6,000,000	Lalasarai Road, Kachukhet
dhaka	à§³13,882,500	Block E, Bashundhara R-A
dhaka	à§³15,000,000	Block J, Bashundhara R-A
dhaka	à§³6,300,000	South Kafrul Road, Kafrul
dhaka	à§³15,550,000	Shahjadpur, Badda
dhaka	à§³52,500,000	Gulshan 1, Gulshan
dhaka	à§³3,150,000	Gawair, Dakshin Khan
dhaka	à§³13,500,000	Sector 3, Uttara
dhaka	à§³12,500,000	Block D, Bashundhara R-A
dhaka	à§³155,000,000	Block A, Bashundhara R-A
dhaka	à§³11,600,000	Block C, Bashundhara R-A
dhaka	à§³21,000,000	Sector 23, Purbachal
dhaka	à§³32,000,000	Sector 28, Purbachal
dhaka	à§³11,200,000	Malibagh Chowdhury Para, Malibagh
dhaka	à§³5,000,000	East Kazipara, Mirpur
dhaka	à§³12,400,000	Sector 11, Uttara
dhaka	à§³5,500,000	Darussalam, Mirpur
dhaka	à§³7,200,000	Section 11, Mirpur
dhaka	à§³4,000,000	East Monipur, Mirpur
dhaka	à§³5,800,000	Section 11, Mirpur
dhaka	à§³5,200,000	Kachukhet Road, Mirpur
dhaka	à§³11,500,000	Block D, Bashundhara R-A
dhaka	à§³4,800,000	Salimullah Road, Mohammadpur
dhaka	à§³6,575,000	East Kazipara, Mirpur
dhaka	à§³5,353,500	North Ibrahimpur, Ibrahimpur
dhaka	à§³8,500,000	Sector 5, Uttara
dhaka	à§³7,000,000	2nd Colony, Mirpur
dhaka	à§³4,500,000	Rupnagar R/A, Mirpur
dhaka	à§³6,000,000	Pirerbag, Mirpur
dhaka	à§³4,725,000	West Monipur, Mirpur
dhaka	à§³4,275,000	East Shewrapara, Mirpur
dhaka	à§³43,000,000	Road No 18, Banani
dhaka	à§³28,000,000	Sector 13, Uttara
dhaka	à§³12,200,000	Block G, Bashundhara R-A
dhaka	à§³30,000,000	Bir Uttam Rafiqul Islam Avenue, Badda
dhaka	à§³5,000,000	Pallabi, Mirpur
dhaka	à§³13,500,000	Section 15, Mirpur
dhaka	à§³6,610,000	Pirerbag, Mirpur
dhaka	à§³3,500,000	Ashi Dag Road, Ibrahimpur
dhaka	à§³2,503,800	Bazar Road, Dumni
dhaka	à§³2,472,600	Bazar Road, Dumni
dhaka	à§³3,244,800	Bazar Road, Dumni
dhaka	à§³12,500,000	Block G, Bashundhara R-A
dhaka	à§³5,500,000	Block C, Bashundhara R-A
dhaka	à§³16,000,000	Sector 15, Uttara
dhaka	à§³16,000,000	Sector 15, Uttara
dhaka	à§³18,000,000	Sector 13, Uttara
dhaka	à§³13,000,000	Block B, Bashundhara R-A
dhaka	à§³11,500,000	Middle Badda, Badda
dhaka	à§³17,000,000	Sector 11, Uttara
dhaka	à§³14,500,000	Block K, Bashundhara R-A
dhaka	à§³9,500,000	Block D, Aftab Nagar
dhaka	à§³12,000,000	Sector 11, Uttara
dhaka	à§³20,000,000	Block B, Bashundhara R-A
dhaka	à§³9,210,000	Luxmibazar, Sutrapur
dhaka	à§³9,210,000	Luxmibazar, Sutrapur
dhaka	à§³35,000,000	Luxmibazar, Sutrapur
dhaka	à§³6,000,000	Ahmed Nagar, Mirpur
dhaka	à§³8,800,000	Dakkhin Paikpara, Mirpur
dhaka	à§³7,000,000	Kadamtali, Shyampur
dhaka	à§³3,800,000	South Chalabon, Dakshin Khan
dhaka	à§³18,500,000	Mirpur DOHS, Mirpur
dhaka	à§³7,400,000	Ahmed Nagar, Mirpur
dhaka	à§³5,000,000	North Kafrul Rd, Kafrul
dhaka	à§³42,000,000	Block N, Bashundhara R-A
dhaka	à§³9,500,000	Monipuri School Road, Ibrahimpur
dhaka	à§³29,000,000	Sector 17, Purbachal
dhaka	à§³5,500,000	Ahmed Nagar, Mirpur
dhaka	à§³5,000,000	Taltola, Agargaon
dhaka	à§³3,200,000	Section 6, Mirpur
dhaka	à§³12,500,000	Sector 9, Uttara
dhaka	à§³34,000,000	Block I, Bashundhara R-A
dhaka	à§³25,000,000	Block D, Bashundhara R-A
dhaka	à§³12,000,000	Block E, Bashundhara R-A
dhaka	à§³6,500,000	Section 1, Mirpur
dhaka	à§³6,000,000	Jigatola, Hazaribag
dhaka	à§³4,300,000	Section 10, Mirpur
dhaka	à§³24,500,000	Sector 24, Purbachal
dhaka	à§³7,000,000	Ranavola, Turag
dhaka	à§³3,500,000	Section 12, Mirpur
dhaka	à§³3,200,000	Section 12, Mirpur
dhaka	à§³5,500,000	Ahmed Nagar, Mirpur
dhaka	à§³5,500,000	Ahmed Nagar, Mirpur
dhaka	à§³5,500,000	Ahmed Nagar, Mirpur
dhaka	à§³8,850,000	South Mollartek, Dakshin Khan
dhaka	à§³4,000,000	Baitul Aman Housing Society, Adabor
dhaka	à§³8,000,000	Middle Monipur, Mirpur
dhaka	à§³10,374,000	Riazbag, Khilgaon
dhaka	à§³10,800,000	Block M, Aftab Nagar
dhaka	à§³10,500,000	Sector 18, Uttara
dhaka	à§³4,500,000	Uttar Badda, Badda
dhaka	à§³7,800,000	Uttar Badda, Badda
dhaka	à§³10,500,000	1st Colony, Mirpur
dhaka	à§³22,104,000	Block K, Bashundhara R-A
dhaka	à§³22,500,000	Block K, Bashundhara R-A
dhaka	à§³15,990,000	Shahidbag, Malibagh
dhaka	à§³10,150,000	Khilbari Tek, Badda
dhaka	à§³13,968,000	Block J, Banasree
dhaka	à§³8,000,000	Uttar Badda, Badda
dhaka	à§³9,000,000	Shahjadpur, Badda
dhaka	à§³10,627,500	Block G, Aftab Nagar
dhaka	à§³14,800,000	Block E, Aftab Nagar
dhaka	à§³4,500,000	Pallabi, Mirpur
dhaka	à§³4,500,000	Aainusbag, Dakshin Khan
dhaka	à§³5,100,000	Rupnagar R/A, Mirpur
dhaka	à§³23,000,000	Rupnagar R/A, Mirpur
dhaka	à§³8,400,000	Pirerbag, Mirpur
dhaka	à§³7,500,000	New Circular Road, Shiddheswari
dhaka	à§³18,000,000	Section 6, Mirpur
dhaka	à§³10,000,000	Shiddheswari Lane, Shiddheswari
dhaka	à§³15,750,000	Block J, Bashundhara R-A
dhaka	à§³15,750,000	Block J, Bashundhara R-A
dhaka	à§³3,200,000	Nobodoy Housing Society, Mohammadpur
dhaka	à§³16,000,000	Nurer Chala, Badda
dhaka	à§³5,000,000	Pirerbag, Mirpur
dhaka	à§³7,788,000	Jigatola, Hazaribag
dhaka	à§³50,000,000	Gulshan 1, Gulshan
dhaka	à§³7,000,000	West Shewrapara, Mirpur
dhaka	à§³18,000,000	Block L, Bashundhara R-A
dhaka	à§³9,000,000	Mirpur DOHS, Mirpur
dhaka	à§³6,187,500	Ashi Dag Road, Ibrahimpur
dhaka	à§³4,500,000	New Baily Road, Shiddheswari
dhaka	à§³6,600,000	Kutum Goli, Agargaon
dhaka	à§³6,800,000	Kutum Goli, Agargaon
dhaka	à§³19,000,000	Monipuripara, Tejgaon
dhaka	à§³4,050,000	Kuratoli, Kuril
dhaka	à§³7,425,000	Kallyanpur, Mirpur
dhaka	à§³154,000,000	Block I, Bashundhara R-A
dhaka	à§³3,120,000	Section 11, Mirpur
dhaka	à§³9,000,000	Section 12, Mirpur
dhaka	à§³4,000,000	Nurjahan Road, Mohammadpur
dhaka	à§³2,300,000	Section 12, Mirpur
dhaka	à§³10,000,000	PC Culture Housing, Mohammadpur
dhaka	à§³6,231,500	West Agargaon, Agargaon
dhaka	à§³3,500,000	Shahjadpur, Badda
dhaka	à§³5,000,000	Ahmed Nagar, Mirpur
dhaka	à§³7,665,000	Darussalam, Mirpur
dhaka	à§³8,167,000	Darussalam, Mirpur
dhaka	à§³8,167,000	Darussalam, Mirpur
dhaka	à§³4,320,000	Middle Paikpara, Mirpur
dhaka	à§³154,000,000	Block I, Bashundhara R-A
dhaka	à§³5,500,000	Meradia, Khilgaon
dhaka	à§³5,850,000	Section 11, Mirpur
dhaka	à§³5,460,000	Section 11, Mirpur
dhaka	à§³6,000,000	West Shewrapara, Mirpur
dhaka	à§³2,000,000	West Shewrapara, Mirpur
dhaka	à§³4,500,000	Paikpara, Mirpur
dhaka	à§³8,000,000	Pragati Soroni, Kuril
dhaka	à§³6,500,000	Dakkhin Paikpara, Mirpur
dhaka	à§³23,500,000	Road No 9A, Dhanmondi
dhaka	à§³6,007,500	Puran Para, Uttar Khan
dhaka	à§³5,337,000	Puran Para, Uttar Khan
dhaka	à§³5,500,000	West Agargaon, Agargaon
dhaka	à§³5,207,500	West Agargaon, Agargaon
dhaka	à§³4,000,000	Section 11, Mirpur
dhaka	à§³4,000,000	Section 11, Mirpur
dhaka	à§³3,900,000	2nd Colony, Mirpur
dhaka	à§³8,500,000	Section 1, Mirpur
dhaka	à§³2,400,000	Section 11, Mirpur
dhaka	à§³6,250,000	Darussalam, Mirpur
dhaka	à§³6,250,000	Darussalam, Mirpur
dhaka	à§³9,500,000	North Ibrahimpur, Ibrahimpur
dhaka	à§³8,167,000	Darussalam, Mirpur
dhaka	à§³8,167,000	Darussalam, Mirpur
dhaka	à§³4,424,000	Fakirapool, Motijheel
dhaka	à§³10,000,000	PC Culture Housing, Mohammadpur
dhaka	à§³6,231,500	West Agargaon, Agargaon
dhaka	à§³3,500,000	Shahjadpur, Badda
dhaka	à§³5,000,000	Ahmed Nagar, Mirpur
dhaka	à§³7,665,000	Darussalam, Mirpur
dhaka	à§³8,167,000	Darussalam, Mirpur
dhaka	à§³8,167,000	Darussalam, Mirpur
dhaka	à§³4,320,000	Middle Paikpara, Mirpur
dhaka	à§³154,000,000	Block I, Bashundhara R-A
dhaka	à§³5,500,000	Meradia, Khilgaon
dhaka	à§³5,850,000	Section 11, Mirpur
dhaka	à§³5,460,000	Section 11, Mirpur
dhaka	à§³7,000,000	Bagan Bari, Cantonment
dhaka	à§³4,500,000	Rupnagar R/A, Mirpur
dhaka	à§³5,500,000	Manikdi, Cantonment
dhaka	à§³40,000,000	West Shewrapara, Mirpur
dhaka	à§³35,237,500	Purana Paltan, Motijheel
dhaka	à§³8,500,000	Mirpur DOHS, Mirpur
dhaka	à§³7,500,000	Pirerbag, Mirpur
dhaka	à§³12,000,000	Block J, Bashundhara R-A
dhaka	à§³8,500,000	Sector 18, Uttara
dhaka	à§³3,500,000	Pirerbag, Mirpur
dhaka	à§³13,000,000	Sector 4, Uttara
dhaka	à§³10,000,000	Block I, Bashundhara R-A
dhaka	à§³23,000,000	Section 11, Mirpur
dhaka	à§³5,594,400	Dakkhin Paikpara, Mirpur
dhaka	à§³20,000,000	Mirpur DOHS, Mirpur
dhaka	à§³14,500,000	Block K, Bashundhara R-A
dhaka	à§³13,000,000	Shegunbagicha Road, Shegunbagicha
dhaka	à§³17,000,000	Block K, Bashundhara R-A
dhaka	à§³17,000,000	Block J, Bashundhara R-A
dhaka	à§³7,000,000	Middle Badda, Badda
dhaka	à§³9,000,000	Block C, Aftab Nagar
dhaka	à§³12,500,000	Block F, Bashundhara R-A
dhaka	à§³12,650,000	Purana Paltan, Motijheel
dhaka	à§³6,160,000	East Rampura, Rampura
dhaka	à§³3,700,000	Moushair, Dakshin Khan
dhaka	à§³6,500,000	Pallabi, Mirpur
dhaka	à§³2,310,000	Muslim Modern College Road, Kachukhet
dhaka	à§³4,062,500	Madartek, Bashabo
dhaka	à§³210,870,000	Motijheel Road, Motijheel
dhaka	à§³3,600,000	Uttar Badda, Badda
dhaka	à§³3,600,000	Uttar Badda, Badda
dhaka	à§³8,094,000	Purana Paltan, Motijheel
dhaka	à§³10,500,000	Block D, Bashundhara R-A
dhaka	à§³5,500,000	Sector 10, Uttara
dhaka	à§³12,000,000	Block L, Bashundhara R-A
dhaka	à§³4,000,000	Bochila, Mohammadpur
dhaka	à§³4,320,000	West Monipur, Mirpur
dhaka	à§³4,440,000	West Monipur, Mirpur
dhaka	à§³4,320,000	West Monipur, Mirpur
dhaka	à§³9,000,000	Pirerbag, Mirpur
dhaka	à§³5,512,500	West Shewrapara, Mirpur
dhaka	à§³4,620,000	West Monipur, Mirpur
dhaka	à§³5,800,000	North Ibrahimpur, Ibrahimpur
dhaka	à§³6,500,000	Taltola, Agargaon
dhaka	à§³5,300,000	Pirerbag, Mirpur
dhaka	à§³5,500,000	Sector 10, Uttara
dhaka	à§³35,000,000	Block C, Bashundhara R-A
dhaka	à§³3,250,000	Section 12, Mirpur
dhaka	à§³5,925,000	School Road, Khilkhet
dhaka	à§³21,200,000	Block F, Bashundhara R-A
dhaka	à§³8,700,000	Mirpur DOHS, Mirpur
dhaka	à§³7,000,000	Section 10, Mirpur
dhaka	à§³6,500,000	South Banasree Project, Banasree
dhaka	à§³26,500,000	Block K, Bashundhara R-A
dhaka	à§³25,400,000	Block H, Bashundhara R-A
dhaka	à§³67,500,000	Road No 2, Banani DOHS
dhaka	à§³67,500,000	Road No 2, Banani DOHS
dhaka	à§³7,500,000	Nobodoy Housing Society, Mohammadpur
dhaka	à§³14,400,000	Block C, Aftab Nagar
dhaka	à§³19,200,000	Tajmahal Road, Mohammadpur
dhaka	à§³11,500,000	Block A, Aftab Nagar
dhaka	à§³39,366,000	Iqbal Road, Mohammadpur
dhaka	à§³12,500,000	Police Fari road, Khilgaon
dhaka	à§³5,700,000	Dhaka Uddan, Mohammadpur
dhaka	à§³37,500,000	Savar
dhaka	à§³10,000,000	Mainertek, Uttar Khan
dhaka	à§³4,100,000	Rajashon, Savar
dhaka	à§³8,500,000	West Nakhalpara, Tejgaon
dhaka	à§³4,000,000	Ashulia, Savar
dhaka	à§³39,000,000	DIT Road, Malibagh
dhaka	à§³500,000,000	Gulshan 1, Gulshan
dhaka	à§³29,300,000	Road No 5, Dhanmondi
dhaka	à§³5,020,000	Khilbari Tek, Badda
dhaka	à§³3,000,000	Ashulia, Savar
dhaka	à§³27,500,000	Road No 4, Dhanmondi
dhaka	à§³8,500,000	Lalbagh Road, Lalbagh
dhaka	à§³7,500,000	Turag
dhaka	à§³23,000,000	Taltola, Dakshin Khan
dhaka	à§³5,368,000	East Rampura, Rampura
dhaka	à§³5,500,000	Ashulia, Savar
dhaka	à§³24,100,000	Ashulia, Savar
dhaka	à§³11,700,000	Ashulia, Savar
dhaka	à§³6,265,000	Manikdi, Cantonment
dhaka	à§³3,000,000	Mirpur DOHS, Mirpur
dhaka	à§³4,500,000	South Chalabon, Dakshin Khan
dhaka	à§³15,000,000	Sector 11, Uttara
dhaka	à§³23,110,000	Block A, Bashundhara R-A
dhaka	à§³14,662,500	Block H, Aftab Nagar
dhaka	à§³2,800,000	Shyamoli Housing (2nd Project), Adabor
dhaka	à§³8,500,000	Block D, Bashundhara R-A
dhaka	à§³5,500,000	Paikpara, Mirpur
dhaka	à§³3,400,000	Section 12, Mirpur
dhaka	à§³14,000,000	Road No 2, Banani
dhaka	à§³59,000,000	Gulshan 2, Gulshan
dhaka	à§³4,600,000	North Bashabo, Bashabo
dhaka	à§³4,500,000	Madhya Ajampur, Dakshin Khan
dhaka	à§³65,000,000	Block F, Bashundhara R-A
dhaka	à§³25,000,000	Sector 24, Purbachal
dhaka	à§³6,050,000	Uttar Badda, Badda
dhaka	à§³101,500,000	New Eskaton Road, Eskaton
dhaka	à§³14,000,000	Pallabi, Mirpur
dhaka	à§³13,600,000	Block E, Aftab Nagar
dhaka	à§³6,200,000	Section 11, Mirpur
dhaka	à§³8,000,000	Section 1, Mirpur
dhaka	à§³7,400,000	Madartek, Bashabo
dhaka	à§³4,000,000	Ashulia, Savar
dhaka	à§³3,000,000	Saat Rawza, Bangshal
dhaka	à§³6,000,000	Dakshin Khan
dhaka	à§³4,000,000	Ahmed Nagar, Mirpur
dhaka	à§³8,500,000	North Shahjahanpur, Shahjahanpur
dhaka	à§³11,000,000	Kazi Motahar Hossain Road, Shegunbagicha
dhaka	à§³39,000,000	DIT Road, Malibagh
dhaka	à§³500,000,000	Gulshan 1, Gulshan
dhaka	à§³29,300,000	Road No 5, Dhanmondi
dhaka	à§³7,600,000	East Rampura, Rampura
dhaka	à§³40,000,000	Gulshan 1, Gulshan
dhaka	à§³24,100,000	Ashulia, Savar
dhaka	à§³11,700,000	Ashulia, Savar
dhaka	à§³6,265,000	Manikdi, Cantonment
dhaka	à§³6,600,000	North Shahjahanpur, Shahjahanpur
dhaka	à§³37,500,000	Savar
dhaka	à§³5,985,000	Ashulia, Savar
dhaka	à§³22,000,000	Block J, Baridhara
dhaka	à§³7,500,000	Radio Colony, Savar
dhaka	à§³33,000,000	Block G, Lalmatia
dhaka	à§³9,000,000	Sector 10, Uttara
dhaka	à§³3,500,000	Section 12, Mirpur
dhaka	à§³7,000,000	Boro Maghbazar, Maghbazar
dhaka	à§³17,500,000	Shantinagar Road, Shantinagar
dhaka	à§³4,885,000	Sarulia, Demra
dhaka	à§³6,827,500	Sarulia, Demra
dhaka	à§³8,700,000	Sarulia, Demra
dhaka	à§³12,500,000	Police Fari road, Khilgaon
dhaka	à§³5,700,000	Dhaka Uddan, Mohammadpur
dhaka	à§³52,000,000	Road No 8, Baridhara DOHS
chattogram	à§³9,075,000	Chandgaon Residential Area, 4 No Chandgaon Ward
chattogram	à§³14,500,000	Badshah Miah Chowdhury Road, 15 No. Bagmoniram Ward
chattogram	à§³9,000,000	Bibirhat, 7 No. West Sholoshohor Ward
chattogram	à§³12,000,000	Lake Valley R/A, 9 No. North Pahartali Ward
chattogram	à§³13,000,000	Nasirabad Housing Society, Muradpur
chattogram	à§³12,500,000	Nasirabad, Bayazid
chattogram	à§³12,500,000	Nasirabad, Bayazid
chattogram	à§³29,000,000	South Khulshi, Khulshi
chattogram	à§³12,160,000	Momin Road, Jamal Khan
chattogram	à§³5,500,000	25 No. Rampur Ward, Double Mooring
chattogram	à§³12,481,000	Nasirabad Housing Society, Muradpur
chattogram	à§³90,900,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³8,200,000	West Khulshi, 9 No. North Pahartali Ward
chattogram	à§³105,000,000	Sugandha Residential Area, Panchlaish
chattogram	à§³5,600,000	Shershah Colony, Bayazid
chattogram	à§³5,600,000	Akbarshah Railway Colony, 9 No. North Pahartali Ward
chattogram	à§³13,000,000	Nasirabad, Bayazid
chattogram	à§³14,200,000	Zakir Hossain Road, Khulshi
chattogram	à§³4,800,000	Dewan Bazar, Bakalia
chattogram	à§³7,875,000	Hamjarbag, 7 No. West Sholoshohor Ward
chattogram	à§³5,000,000	Dewan Bazar, Bakalia
chattogram	à§³6,000,000	Dewan Bazar, Bakalia
chattogram	à§³6,500,000	Hill View R/A, Bayazid
chattogram	à§³2,430,000	Chand Mia Road, 4 No Chandgaon Ward
chattogram	à§³3,200,000	17 No West Bakalia Ward, Bakalia
chattogram	à§³6,000,000	Mohammad Pur Road, 7 No. West Sholoshohor Ward
chattogram	à§³5,260,000	18 No. East Bakalia Ward, Bakalia
chattogram	à§³5,100,000	18 No. East Bakalia Ward, Bakalia
chattogram	à§³11,000,000	Nasirabad Housing Society, Muradpur
chattogram	à§³5,100,000	18 No. East Bakalia Ward, Bakalia
chattogram	à§³12,481,000	Nasirabad Housing Society, Muradpur
chattogram	à§³29,000,000	South Khulshi, Khulshi
chattogram	à§³11,500,000	CDA Avenue, Muradpur
chattogram	à§³7,280,000	Dewan Bazar, Bakalia
chattogram	à§³6,500,000	Chasma Hill R/A, 7 No. West Sholoshohor Ward
chattogram	à§³7,400,000	Nasirabad, Bayazid
chattogram	à§³3,800,000	Dreamland Residential Area, Bayazid
chattogram	à§³7,400,000	Nasirabad, Bayazid
chattogram	à§³12,160,000	Momin Road, Jamal Khan
chattogram	à§³5,500,000	25 No. Rampur Ward, Double Mooring
chattogram	à§³9,300,000	Chatteshwari Road, 15 No. Bagmoniram Ward
chattogram	à§³7,117,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³8,700,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³8,100,000	Chandgaon Residential Area, 4 No Chandgaon Ward
chattogram	à§³9,075,000	Chandgaon Residential Area, 4 No Chandgaon Ward
chattogram	à§³7,650,000	1 No Railway Gate, Muradpur
